27/02/2026$72.4800033569336$13/03/2026$11.5725002288818$27/02/2026$67.75$13/03/2026$11.329999923706$30/01/2026$70.6900024414062$13/03/2026$10.642499923706$30/01/2026$63.7599983215332$13/03/2026$10.5299997329711$30/01/2026$60.849998474121$14/01/2026$10.3050003051757$30/12/2025$60.560001373291$14/01/2026$10.7174997329711$45989$63.3400001525878$46036$11.3149995803833
31/03/2026$72.870002746582$14/05/2026$11.7075004577636$31/03/2026$67.0899963378906$14/05/2026$11.4849996566772$27/02/2026$69.3199996948242$14/05/2026$10.7700004577636$27/02/2026$63.0800018310546$14/05/2026$10.642499923706$27/02/2026$60.4900016784668$13/03/2026$10.4750003814697$30/01/2026$60.2999992370605$13/03/2026$10.8125$46021$62.8699989318847$46094$11.4075002670288
30/04/2026$72.2900009155273$14/07/2026$11.8275003433227$30/04/2026$66.5999984741211$14/07/2026$11.6049995422363$31/03/2026$68.6100006103515$14/07/2026$10.9049997329711$31/03/2026$62.7000007629394$14/07/2026$10.7624998092651$31/03/2026$60.3199996948242$14/05/2026$10.6099996566772$27/02/2026$60.1699981689453$14/05/2026$10.9300003051757$46052$62.4900016784668$46156$11.5050001144409
29/05/2026$71.6100006103515$14/08/2026$11.7100000381469$29/05/2026$66.1999969482421$14/08/2026$11.4875001907348$30/04/2026$68.0400009155273$14/08/2026$10.8824996948242$30/04/2026$62.4700012207031$14/08/2026$10.7325000762939$30/04/2026$60.25$14/07/2026$10.7425003051757$31/03/2026$60.1599998474121$14/07/2026$11.0424995422363$46080$62.2799987792968$46217$11.5850000381469
30/06/2026$70.8799972534179$14/09/2026$11.3225002288818$30/06/2026$65.8199996948242$14/09/2026$11.164999961853$29/05/2026$67.5800018310546$14/09/2026$10.727499961853$29/05/2026$62.2999992370605$14/09/2026$10.5874996185302$29/05/2026$60.2200012207031$14/08/2026$10.7250003814697$30/04/2026$60.2200012207031$14/08/2026$11$46112$62.2200012207031$46248$11.4799995422363
31/07/2026$70.1999969482421$13/11/2026$11.2825002670288$31/07/2026$65.4800033569336$13/11/2026$11.1350002288818$30/06/2026$67.1800003051757$13/11/2026$10.7974996566772$30/06/2026$62.1699981689453$13/11/2026$10.642499923706$30/06/2026$60.1899986267089$14/09/2026$10.6000003814697$29/05/2026$60.2900009155273$14/09/2026$10.8325004577636$46142$62.2400016784668$46279$11.2250003814697
28/08/2026$69.6100006103515$14/01/2027$11.3874998092651$28/08/2026$65.1699981689453$14/01/2027$11.2325000762939$31/07/2026$66.8199996948242$14/01/2027$10.9125003814697$31/07/2026$62.0499992370605$14/01/2027$10.7550001144409$31/07/2026$60.1699981689453$13/11/2026$10.6450004577636$30/06/2026$60.349998474121$13/11/2026$10.8850002288818$46171$62.25$46339$11.2224998474121
30/09/2026$69.0899963378906$12/03/2027$11.375$30/09/2026$64.9100036621093$12/03/2027$11.2250003814697$28/08/2026$66.5100021362304$12/03/2027$10.9375$28/08/2026$61.9599990844726$12/03/2027$10.7799997329711$28/08/2026$60.1699981689453$14/01/2027$10.75$31/07/2026$60.3899993896484$14/01/2027$10.9849996566772$46203$62.2599983215332$46401$11.307499885559
30/10/2026$68.6399993896484$14/05/2027$11.4049997329711$30/10/2026$64.6900024414062$14/05/2027$11.2600002288818$30/09/2026$66.2399978637695$14/05/2027$10.994999885559$30/09/2026$61.9000015258789$14/05/2027$10.8325004577636$30/09/2026$60.1899986267089$12/03/2027$10.7524995803833$28/08/2026$60.4399986267089$12/03/2027$10.9875001907348$46234$62.2599983215332$46458$11.2799997329711
30/11/2026$68.2399978637695$14/07/2027$11.4575004577636$30/11/2026$64.5100021362304$14/07/2027$11.3149995803833$30/10/2026$66.0199966430664$14/07/2027$11.0675001144409$30/10/2026$61.8699989318847$14/07/2027$10.8999996185302$30/10/2026$60.2200012207031$14/05/2027$10.7924995422363$30/09/2026$60.5$14/05/2027$11.0275001525878$46262$62.25$46521$11.2974996566772
